car_name,year,selling_price,mileage_km,fuel_type,seller_type,transmission,owner,fuel_efficiency,engine_cc,max_power,torque,seats,fuel_efficiency_num,engine_cc_num,max_power_num,torque_num,brand,car_age,owner_numeric,power_per_cc,log_selling_price,price_category
Maruti Swift VDi BSIII W/ ABS,2010,270000,98000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,17.8,1248.0,75.0,190.0,maruti,14,0,0.06009615384615385,12.506180941677357,Budget
Tata Zest Quadrajet 1.3 XM,2016,360000,110000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1248 CC,88.7 bhp,200Nm@ 1750-3000rpm,5.0,23.0,1248.0,88.7,200.0,tata,8,0,0.07107371794871795,12.793862088206213,Budget
Ford Figo Petrol EXI,2012,300000,85000,Petrol,Individual,Manual,Second Owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5.0,15.6,1196.0,70.0,102.0,ford,12,1,0.05852842809364549,12.611541086966115,Budget
Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,17.5,1298.0,85.8,114.0,maruti,13,1,0.06610169491525424,12.611541086966115,Budget
Maruti Alto 800 Base,2016,220000,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,22.74,796.0,47.3,69.0,maruti,8,0,0.059422110552763814,12.301387370778713,Budget
Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.4 kmpl,624 CC,37.5 bhp,51Nm@ 4000rpm,4.0,25.4,624.0,37.5,51.0,tata,12,0,0.06009615384615385,11.06665398721974,Budget
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2017,750000,40000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,1396.0,88.73,219.7,hyundai,7,1,0.06356017191977077,13.527829818844937,Mid-range
Tata Safari DICOR 2.2 EX 4x2,2011,300000,120000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7.0,13.93,2179.0,138.03,320.0,tata,13,0,0.06334557136301056,12.611541086966115,Budget
Hyundai Santro Asta BSIV,2018,575000,30000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,20.3,1086.0,68.0,99.0,hyundai,6,0,0.06261510128913444,13.26212705890841,Mid-range
Jeep Compass 2.0 Limited 4X4,2017,1511000,32000,Diesel,Individual,Manual,First Owner,16.3 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,16.3,1956.0,170.0,350.0,jeep,7,0,0.0869120654396728,14.228282903068026,Premium
Tata Indica Vista Terra 1.4 TDI,2010,170000,110000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5.0,17.0,1405.0,71.0,135.0,tata,14,1,0.050533807829181494,12.04355959836804,Budget
Maruti Alto LXi,2012,185000,60000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,12,1,0.05816582914572864,12.128116509451258,Budget
Maruti Swift VXI,2019,550000,40000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.21,1197.0,81.8,113.0,maruti,5,0,0.0683375104427736,13.217675375388819,Mid-range
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,1025000,8000,Diesel,Dealer,Automatic,First Owner,21.5 kmpl,1497 CC,108.5 bhp,260Nm@ 1500-2750rpm,5.0,21.5,1497.0,108.5,260.0,tata,6,0,0.07247828991315965,13.840204146163925,Premium
Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,25.17,799.0,53.3,72.0,renault,8,0,0.06670838548185232,12.611541086966115,Budget
Maruti Alto 800 LXI,2017,300000,80000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,24.7,796.0,47.3,69.0,maruti,7,0,0.059422110552763814,12.611541086966115,Budget
Maruti Celerio VDi,2015,250000,100000,Diesel,Individual,Manual,Second Owner,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm,5.0,27.62,793.0,47.0,125.0,maruti,9,1,0.05926860025220681,12.429220196836383,Budget
Ford Endeavour 2.5L 4X2 MT,2014,620000,40000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,2499 CC,141 bhp,330Nm@ 1800rpm,7.0,13.1,2499.0,141.0,330.0,ford,10,1,0.056422569027611044,13.3374763699232,Mid-range
Maruti Swift AMT ZDI,2019,740000,38000,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,28.4,1248.0,74.0,190.0,maruti,5,0,0.05929487179487179,13.51440681653079,Mid-range
Mahindra Bolero DI,2008,190000,120000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,13.6,2523.0,63.0,180.0,mahindra,16,1,0.02497027348394768,12.154784614286667,Budget
Hyundai Verna 1.6 CRDi SX,2017,800000,45500,Diesel,Individual,Manual,Second Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,23.9,1582.0,126.2,259.9,hyundai,7,1,0.0797724399494311,13.592368256649284,Mid-range
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1150000,40000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7.0,12.99,2494.0,100.6,200.0,toyota,9,0,0.04033680834001604,13.955273369904273,Premium
Hyundai Grand i10 Sportz,2014,400000,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,1197.0,82.0,114.0,hyundai,10,1,0.06850459482038429,12.899222326086994,Budget
Hyundai EON Sportz,2011,180000,35000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,814.0,55.2,74.5,hyundai,13,0,0.06781326781326781,12.100717685412471,Budget
Maruti Wagon R VXI BS IV with ABS,2014,318000,80000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.06 bhp,90Nm@ 3500rpm,5.0,20.51,998.0,67.06,90.0,maruti,10,0,0.06719438877755511,12.669809806411457,Budget
Mahindra KUV 100 mFALCON G80 K4,2017,360000,29000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6.0,18.15,1198.0,82.0,115.0,mahindra,7,0,0.06844741235392321,12.793862088206213,Budget
Ford Figo 1.5D Trend MT,2017,495000,56000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,25.83,1498.0,99.0,215.0,ford,7,0,0.06608811748998665,13.112315061750808,Budget
Maruti Swift VXI Optional,2016,500000,15000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.4,1197.0,81.8,113.0,maruti,8,0,0.0683375104427736,13.122365377402328,Budget
Maruti Alto LXi,2008,120000,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,16,2,0.05816582914572864,11.695255355062795,Budget
Mahindra XUV500 AT W6 2WD,2017,1050000,46000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,16.0,2179.0,140.0,330.0,mahindra,7,0,0.06424965580541533,13.864301674514206,Premium
Maruti Swift VXI Optional,2015,515000,36600,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.4,1197.0,81.8,113.0,maruti,9,0,0.0683375104427736,13.151924121391561,Mid-range
Mahindra Scorpio M2DI,2011,400000,140000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5.0,13.5,2179.0,115.0,277.5,mahindra,13,1,0.05277650298301973,12.899222326086994,Budget
Hyundai i20 Active 1.2 S,2017,550000,40000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0,17.19,1197.0,81.86,114.73,hyundai,7,0,0.0683876357560568,13.217675375388819,Mid-range
Hyundai Verna Xi (Petrol),2007,220000,108000,Petrol,Individual,Manual,Third Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5.0,13.9,1599.0,103.2,14.9,hyundai,17,2,0.06454033771106941,12.301387370778713,Budget
Tata New Safari DICOR 2.2 EX 4x2,2011,300000,80000,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,11.57,2179.0,138.1,320.0,tata,13,1,0.06337769619091325,12.611541086966115,Budget
Maruti Ertiga VDI,2012,350000,140000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,20.77,1248.0,88.76,200.0,maruti,12,0,0.07112179487179487,12.765691290604371,Budget
Honda Mobilio RS i DTEC,2015,650000,94000,Diesel,Individual,Manual,Second Owner,24.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0,24.5,1498.0,98.6,200.0,honda,9,1,0.06582109479305741,13.384729180332174,Mid-range
Mahindra Scorpio S2 9 Seater,2015,720000,90000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2523 CC,75 bhp,200Nm@ 1400-2200rpm,9.0,15.4,2523.0,75.0,200.0,mahindra,9,0,0.029726516052318668,13.487007879880162,Mid-range
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1576000,70000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,7.0,13.68,2393.0,147.8,343.0,toyota,6,0,0.06176347680735479,14.270401183917526,Premium
Hyundai Grand i10 CRDi Sportz,2015,450000,53000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5.0,24.0,1120.0,70.0,160.0,hyundai,9,0,0.0625,13.017005083966255,Budget
Hyundai i10 Magna,2012,290000,27000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,20.36,1197.0,78.9,111.7,hyundai,12,0,0.06591478696741855,12.577639650232573,Budget
Maruti Wagon R LXI,2020,265000,70000,Petrol,Individual,Manual,Second Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,21.79,998.0,67.05,90.0,maruti,4,1,0.06718436873747495,12.487488878546145,Budget
Ford Freestyle Titanium Plus Diesel BSIV,2018,750000,24000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1498 CC,98.63 bhp,215Nm@ 1750-3000rpm,5.0,24.4,1498.0,98.63,215.0,ford,6,0,0.0658411214953271,13.527829818844937,Mid-range
Honda City i VTEC VX,2015,750000,40000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,17.4,1497.0,117.3,145.0,honda,9,0,0.0783567134268537,13.527829818844937,Mid-range
Hyundai Sonata 2.4L AT,2008,168000,50000,Petrol,Individual,Automatic,First Owner,11.0 kmpl,2359 CC,165 bhp,"23.6@ 4,250(kgm@ rpm)",5.0,11.0,2359.0,165.0,23.6,hyundai,16,0,0.06994489190334888,12.031725210748633,Budget
Maruti Alto 800 LXI,2020,350000,5000,Petrol,Individual,Manual,First Owner,22.05 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,22.05,796.0,47.3,69.0,maruti,4,0,0.059422110552763814,12.765691290604371,Budget
Hyundai i10 Sportz,2013,300000,30000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,20.36,1197.0,78.9,111.8,hyundai,11,1,0.06591478696741855,12.611541086966115,Budget
Maruti SX4 Celebration Diesel,2012,300000,100000,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5.0,21.5,1248.0,88.8,200.0,maruti,12,1,0.07115384615384615,12.611541086966115,Budget
Hyundai Grand i10 Asta,2016,550000,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,18.9,1197.0,82.0,114.0,hyundai,8,0,0.06850459482038429,13.217675375388819,Mid-range
Skoda Rapid Monte Carlo 1.5 TDI AT BSIV,2017,900000,40000,Diesel,Individual,Automatic,First Owner,21.66 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-2500rpm,5.0,21.66,1498.0,108.6,250.0,skoda,7,0,0.07249666221628838,13.710151153416941,Mid-range
Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5.0,16.1,1298.0,88.2,11.5,maruti,13,2,0.0679506933744222,12.691583538230217,Budget
Volkswagen Polo Petrol Comfortline 1.2L,2011,300000,17000,Petrol,Individual,Manual,First Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5.0,16.47,1198.0,73.9,110.0,volkswagen,13,0,0.06168614357262104,12.611541086966115,Budget
Ford Figo Diesel Titanium,2011,250000,78562,Diesel,Dealer,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,1399.0,68.0,160.0,ford,13,0,0.04860614724803431,12.429220196836383,Budget
Honda WR-V i-DTEC VX,2018,800000,25000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,25.5,1498.0,98.6,200.0,honda,6,0,0.06582109479305741,13.592368256649284,Mid-range
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,488999,15000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,18.9,1197.0,81.86,113.75,hyundai,5,0,0.0683876357560568,13.10011776845701,Budget
Hyundai i10 Magna,2013,295000,82246,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,20.36,1197.0,78.9,111.7,hyundai,11,0,0.06591478696741855,12.59473402514672,Budget
Renault KWID RXT Optional,2016,310000,11500,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,25.17,799.0,53.3,72.0,renault,8,0,0.06670838548185232,12.644330802262578,Budget
Hyundai Grand i10 Nios AMT Sportz,2020,675000,5000,Petrol,Individual,Automatic,First Owner,20.7 kmpl,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5.0,20.7,1197.0,81.86,113.75,hyundai,4,0,0.0683876357560568,13.42246945133505,Mid-range
Maruti Wagon R VXI,2005,120000,60000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,998.0,67.1,90.0,maruti,19,3,0.06723446893787574,11.695255355062795,Budget
Mahindra Scorpio VLS 2.2 mHawk,2008,400000,100000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0,12.05,2179.0,120.0,290.0,mahindra,16,2,0.05507113354749885,12.899222326086994,Budget
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,1248.0,88.5,200.0,maruti,6,0,0.07091346153846154,13.76421831620775,Mid-range
Tata Sumo EX TC,2005,225000,188000,Diesel,Individual,Manual,First Owner,12.3 kmpl,1948 CC,90 bhp,"190@ 21,800(kgm@ rpm)",7.0,12.3,1948.0,90.0,190.0,tata,19,0,0.04620123203285421,12.323860125621126,Budget
Hyundai Xcent 1.1 CRDi S,2014,490000,100000,Diesel,Individual,Manual,First Owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,24.4,1120.0,71.0,180.4,hyundai,10,0,0.06339285714285714,13.102162710901053,Budget
Honda City 1.5 V AT,2010,321000,60000,Petrol,Individual,Automatic,Second Owner,16.8 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,16.8,1497.0,118.0,146.0,honda,14,1,0.0788243152972612,12.679199517372098,Budget
Maruti 800 AC,2006,120000,40000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,16.1,796.0,37.0,59.0,maruti,18,1,0.04648241206030151,11.695255355062795,Budget
Maruti Swift ZXI 2018,2018,750000,15000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,22.0,1197.0,81.8,113.0,maruti,6,0,0.0683375104427736,13.527829818844937,Mid-range
Mahindra TUV 300 T8 AMT,2015,700000,40000,Diesel,Individual,Automatic,First Owner,18.49 kmpl,1493 CC,100 bhp,230Nm@ 1500-2250rpm,7.0,18.49,1493.0,100.0,230.0,mahindra,9,0,0.06697923643670463,13.45883704259595,Mid-range
Tata Zest Quadrajet 1.3 XT,2018,575000,70000,Diesel,Individual,Manual,First Owner,20.65 kmpl,1248 CC,88.7 bhp,190Nm@ 1750-3000rpm,5.0,20.65,1248.0,88.7,190.0,tata,6,0,0.07107371794871795,13.26212705890841,Mid-range
Mercedes-Benz B Class B200 CDI Sport,2016,1859000,40000,Diesel,Individual,Automatic,Second Owner,19.7 kmpl,2143 CC,134.10 bhp,300Nm@ 1600-3000rpm,5.0,19.7,2143.0,134.1,300.0,mercedes-benz,8,1,0.0625758282781148,14.435549804627051,Premium
Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,19.0,998.0,66.1,90.0,maruti,14,1,0.06623246492985971,11.775297421715827,Budget
Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,23.4,1248.0,74.0,190.0,maruti,12,0,0.05929487179487179,12.793862088206213,Budget
Mahindra Quanto C4,2013,350000,110000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,17.21,1493.0,100.0,240.0,mahindra,11,1,0.06697923643670463,12.765691290604371,Budget
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1516000,120000,Diesel,Individual,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,11.36,2755.0,171.5,360.0,toyota,8,0,0.062250453720508164,14.231586504814842,Premium
Honda City i VTEC V,2015,600000,28161,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,17.8,1497.0,117.3,145.0,honda,9,0,0.0783567134268537,13.304686600863562,Mid-range
Hyundai i10 Magna,2015,280000,55000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,20.36,1197.0,78.9,111.7,hyundai,9,0,0.06591478696741855,12.54254845357358,Budget
Toyota Etios GD,2016,570000,145000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5.0,23.59,1364.0,67.05,170.0,toyota,8,1,0.04915689149560117,13.25339339419516,Mid-range
Mahindra Scorpio S10 7 Seater,2015,885000,170000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,15.4,2179.0,120.0,280.0,mahindra,9,0,0.05507113354749885,13.69334405393293,Mid-range
Maruti Alto LX,2006,65000,100000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,18,1,0.05816582914572864,11.082157933374816,Budget
Tata Indica Vista Aqua 1.4 TDI,2011,248000,80000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5.0,17.0,1405.0,71.0,135.0,tata,13,0,0.050533807829181494,12.421188057397055,Budget
Chevrolet Cruze LTZ AT,2015,450000,155000,Diesel,Individual,Automatic,First Owner,14.81 kmpl,1998 CC,163.7 bhp,360Nm@ 2000rpm,5.0,14.81,1998.0,163.7,360.0,chevrolet,9,0,0.08193193193193192,13.017005083966255,Budget
Maruti Swift Dzire LDI,2016,600000,150000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,1248.0,74.0,190.0,maruti,8,0,0.05929487179487179,13.304686600863562,Mid-range
Maruti Zen LXI,2002,55000,100000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5.0,17.3,993.0,60.0,78.0,maruti,22,1,0.06042296072507553,10.915106645867503,Budget
Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,17.1,1591.0,121.3,154.9,hyundai,11,1,0.07624135763670647,13.122365377402328,Budget
Volkswagen Ameo 1.5 TDI Trendline,2017,575000,40000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0,21.66,1498.0,108.62,250.0,volkswagen,7,0,0.07251001335113486,13.26212705890841,Mid-range
Mercedes-Benz E-Class E250 CDI Elegance,2011,1600000,70000,Diesel,Individual,Automatic,First Owner,14.21 kmpl,2143 CC,203 bhp,500Nm@ 1600-1800rpm,5.0,14.21,2143.0,203.0,500.0,mercedes-benz,13,0,0.09472701819878675,14.285514812209815,Premium
Hyundai i20 Asta 1.2,2015,450000,60000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,18.6,1197.0,81.83,114.7,hyundai,9,0,0.06836257309941521,13.017005083966255,Budget
Hyundai EON Magna Plus,2014,250000,60000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,814.0,55.2,74.5,hyundai,10,0,0.06781326781326781,12.429220196836383,Budget
Maruti Wagon R Stingray VXI Optional,2017,475000,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,20.51,998.0,67.04,90.0,maruti,7,0,0.06717434869739479,13.07107218827772,Budget
Maruti Swift Vdi BSIII,2010,340000,110000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,17.8,1248.0,75.0,190.0,maruti,14,2,0.06009615384615385,12.73670383776449,Budget
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2017,800000,44500,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,25.1,1248.0,88.5,200.0,maruti,7,0,0.07091346153846154,13.592368256649284,Mid-range
Nissan Terrano XL D Option,2018,840000,30000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.14 bhp,200Nm@ 1750rpm,5.0,19.87,1461.0,83.14,200.0,nissan,6,0,0.056906228610540725,13.641158361294979,Mid-range
Renault Fluence 2.0,2011,600000,43000,Petrol,Dealer,Automatic,First Owner,13.4 kmpl,1997 CC,135.1 bhp,190Nm@ 3700rpm,5.0,13.4,1997.0,135.1,190.0,renault,13,0,0.06765147721582374,13.304686600863562,Mid-range
Hyundai EON Sportz,2016,300000,35000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,814.0,55.2,74.5,hyundai,8,0,0.06781326781326781,12.611541086966115,Budget
Mahindra Bolero DI,2005,150000,100000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,13.6,2523.0,63.0,180.0,mahindra,19,1,0.02497027348394768,11.918397239722838,Budget
Maruti Swift Vdi BSIII,2007,185000,90000,Diesel,Individual,Manual,Fourth & Above Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,17.8,1248.0,75.0,190.0,maruti,17,3,0.06009615384615385,12.128116509451258,Budget
Volkswagen Vento Petrol Highline AT,2011,250000,140000,Petrol,Individual,Automatic,Second Owner,14.4 kmpl,1598 CC,103.6 bhp,153Nm@ 3800rpm,5.0,14.4,1598.0,103.6,153.0,volkswagen,13,1,0.06483103879849812,12.429220196836383,Budget
Maruti Vitara Brezza VDi AMT,2019,860000,35000,Diesel,Individual,Automatic,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,1248.0,88.5,200.0,maruti,5,0,0.07091346153846154,13.664688831019712,Mid-range
Hyundai i10 Magna 1.1L,2017,385000,42000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,19.81,1086.0,68.05,99.04,hyundai,7,1,0.06266114180478821,12.861001210669146,Budget
Maruti Wagon R VXI AMT Opt 1.2,2019,540000,5000,Petrol,Individual,Automatic,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.52,1197.0,81.8,113.0,maruti,5,0,0.0683375104427736,13.199326270390594,Mid-range
Hyundai EON Sportz,2018,350000,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,814.0,55.2,74.5,hyundai,6,0,0.06781326781326781,12.765691290604371,Budget
Hyundai Xcent 1.2 CRDi E Plus,2017,450000,40000,Diesel,Individual,Manual,Second Owner,25.4 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5.0,25.4,1186.0,73.97,190.24,hyundai,7,1,0.062369308600337264,13.017005083966255,Budget
Mahindra Xylo D4 BSIV,2012,310000,86000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8.0,14.0,2498.0,112.0,260.0,mahindra,12,0,0.04483586869495596,12.644330802262578,Budget
Hyundai i10 Sportz,2013,300000,40000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,20.36,1197.0,78.9,111.8,hyundai,11,0,0.06591478696741855,12.611541086966115,Budget
Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,223Nm@ 1600-2200rpm,7.0,14.07,2956.0,69.01,223.0,tata,9,0,0.02334573748308525,13.122365377402328,Budget
